years_experience,education_level,job_category,company_size,salary,num_employees
15,PhD,QA Engineer,Large,72991,2538
19,PhD,Data Analyst,Medium,72622,1130
15,Master,QA Engineer,Large,62054,8023
20,PhD,Data Analyst,Small,65962,236
10,Bachelor,QA Engineer,Small,42376,143
20,MBA,Data Analyst,Small,79748,178
11,MBA,QA Engineer,Small,64406,456
10,PhD,Project Manager,Medium,45204,961
5,Bachelor,Data Analyst,Small,44411,178
9,PhD,QA Engineer,Small,66927,60
20,PhD,Software Developer,Small,74633,257
19,Master,Data Scientist,Small,63715,78
13,PhD,Data Scientist,Large,69392,5234
18,PhD,Data Scientist,Medium,71462,762
17,Master,Data Scientist,Medium,57367,759
6,Master,Software Developer,Large,43282,6113
10,Bachelor,Project Manager,Large,42735,8038
2,Master,Project Manager,Medium,41410,1900
6,MBA,Software Developer,Medium,67006,1926
13,MBA,QA Engineer,Large,73556,6445
18,Bachelor,Software Developer,Small,64699,152
7,PhD,Data Scientist,Medium,55522,1694
2,Bachelor,Project Manager,Large,34657,4575
14,Master,Business Analyst,Small,63008,288
5,PhD,QA Engineer,Small,51430,56
18,Bachelor,Data Analyst,Large,59440,5742
11,Bachelor,Project Manager,Medium,52137,849
10,MBA,Data Scientist,Medium,78641,1443
11,Bachelor,Project Manager,Small,46847,215
2,PhD,Data Scientist,Large,56260,5388
15,Bachelor,Data Scientist,Small,53160,53
7,Bachelor,Project Manager,Small,50594,277
9,Master,Project Manager,Small,50043,315
5,Bachelor,Project Manager,Large,45169,4424
7,PhD,Software Developer,Medium,69182,982
20,MBA,Project Manager,Small,73543,103
2,MBA,Data Analyst,Medium,63261,1172
3,MBA,QA Engineer,Medium,65820,1546
2,MBA,Data Scientist,Large,56201,4277
19,Master,Project Manager,Medium,71596,970
4,PhD,Data Analyst,Medium,46911,817
20,Master,Business Analyst,Small,69215,301
7,MBA,Project Manager,Large,66265,6477
7,Master,Software Developer,Large,53907,2753
17,Bachelor,Data Scientist,Small,55769,297
19,PhD,Data Analyst,Small,75755,463
16,Bachelor,Project Manager,Medium,60581,600
3,Master,Data Analyst,Medium,35284,1130
15,Bachelor,Data Scientist,Large,51917,4849
14,Master,Data Analyst,Large,58152,3152
15,Master,Data Analyst,Medium,57779,797
14,PhD,Project Manager,Small,67469,315
7,PhD,Project Manager,Large,46975,8216
3,PhD,QA Engineer,Small,50164,285
17,MBA,Software Developer,Medium,77552,849
10,PhD,QA Engineer,Large,61051,6579
15,Bachelor,Software Developer,Large,48600,3515
6,PhD,Software Developer,Medium,65424,1347
17,PhD,QA Engineer,Medium,63892,626
17,PhD,Data Scientist,Small,69415,487
14,Master,Data Analyst,Small,55357,165
18,Master,Business Analyst,Medium,67191,1300
5,PhD,QA Engineer,Medium,61210,846
8,Master,QA Engineer,Medium,52400,1917
7,Master,Data Scientist,Large,52112,5779
4,MBA,Data Analyst,Medium,58328,1671
18,Bachelor,Project Manager,Large,54253,9596
5,Master,QA Engineer,Medium,35425,562
16,Bachelor,Business Analyst,Large,51175,6735
14,Master,Data Analyst,Small,53452,90
19,PhD,QA Engineer,Small,72749,312
14,Master,Project Manager,Large,51492,5385
9,Master,QA Engineer,Small,48227,233
6,Bachelor,Project Manager,Small,48391,69
17,PhD,Software Developer,Large,63319,9699
19,MBA,Software Developer,Medium,73232,1991
12,Bachelor,QA Engineer,Medium,59289,642
4,PhD,Data Scientist,Large,62382,3516
16,PhD,Software Developer,Small,66512,311
11,Bachelor,QA Engineer,Medium,53332,1794
4,Master,Project Manager,Medium,48929,1330
17,PhD,Data Analyst,Small,71669,391
8,MBA,Project Manager,Large,63441,8864
14,Master,Business Analyst,Large,59070,2171
2,Bachelor,Software Developer,Medium,39583,1442
11,Bachelor,QA Engineer,Large,51604,3929
11,Bachelor,Software Developer,Small,49862,303
6,Bachelor,Project Manager,Large,44758,6397
14,MBA,Project Manager,Large,70255,4922
10,MBA,Data Analyst,Large,64798,7116
8,PhD,Data Scientist,Large,62140,9549
7,MBA,QA Engineer,Small,63983,65
8,Bachelor,Data Analyst,Large,42624,5431
8,MBA,Business Analyst,Medium,77445,900
2,Master,QA Engineer,Large,54370,3740
16,Master,Business Analyst,Medium,54184,1991
9,PhD,Data Scientist,Small,57582,321
13,Bachelor,QA Engineer,Large,58901,5576
12,MBA,QA Engineer,Medium,66165,1777
17,PhD,Data Analyst,Large,64352,9928
2,PhD,Software Developer,Large,51220,4744
13,MBA,QA Engineer,Medium,74932,1828
1,PhD,Data Scientist,Small,44206,147
19,Bachelor,QA Engineer,Small,63096,456
11,MBA,QA Engineer,Small,77005,52
5,Master,QA Engineer,Small,42852,391
1,Master,QA Engineer,Small,39663,333
20,MBA,Data Scientist,Small,83341,452
13,PhD,Data Analyst,Large,60654,6773
8,PhD,Software Developer,Large,46637,5435
6,Master,Data Scientist,Medium,47358,1000
17,Master,Data Scientist,Small,59915,151
12,Bachelor,Business Analyst,Small,45366,107
1,PhD,Software Developer,Small,53957,238
3,Bachelor,Data Analyst,Medium,38587,1745
14,Master,Project Manager,Large,63283,2271
8,Master,Data Analyst,Large,40238,4470
11,Master,Project Manager,Small,42371,155
14,Master,Business Analyst,Large,61631,5424
8,Bachelor,Business Analyst,Large,37924,2666
3,Master,Data Scientist,Large,38508,9908
7,MBA,Data Analyst,Small,59030,217
19,PhD,Project Manager,Large,79924,6991
4,Master,Data Analyst,Large,49238,2879
16,PhD,Project Manager,Medium,57978,620
13,Master,Data Analyst,Small,54768,134
20,Bachelor,Data Scientist,Large,59501,6815
19,PhD,Project Manager,Small,64237,436
5,Bachelor,Data Analyst,Large,40221,9759
5,Master,QA Engineer,Small,42297,82
20,MBA,Business Analyst,Large,87575,7765
4,MBA,Business Analyst,Large,59959,4588
2,MBA,Project Manager,Medium,50283,844
13,MBA,Business Analyst,Small,72386,441
16,MBA,Business Analyst,Large,77335,9079
2,Bachelor,QA Engineer,Medium,34652,1952
19,MBA,Software Developer,Medium,81382,1476
17,Master,Data Analyst,Small,61628,472
5,Bachelor,Project Manager,Small,39173,475
18,Bachelor,Business Analyst,Medium,56127,937
18,MBA,Data Analyst,Small,77053,269
8,PhD,Data Analyst,Small,42402,333
15,Master,QA Engineer,Small,58152,462
13,Bachelor,Data Analyst,Large,56257,7008
13,Master,Business Analyst,Small,54808,325
16,PhD,Project Manager,Small,72164,272
20,Bachelor,Data Analyst,Medium,53424,1518
13,Master,QA Engineer,Medium,48501,1509
20,MBA,Project Manager,Medium,72623,1586
2,Bachelor,Project Manager,Small,39326,229
3,Bachelor,Project Manager,Small,41630,386
15,Bachelor,Business Analyst,Medium,47542,1037
19,Bachelor,QA Engineer,Medium,59558,1768
13,MBA,Data Scientist,Large,70124,2295
5,PhD,Software Developer,Large,52254,7446
6,PhD,Data Analyst,Large,52488,6705
14,Master,Data Analyst,Small,58575,127
4,MBA,Data Analyst,Small,49664,213
19,MBA,Data Scientist,Medium,68867,558
7,Master,Project Manager,Large,48315,2108
4,MBA,Project Manager,Small,64286,274
2,MBA,Software Developer,Large,59619,7430
7,Bachelor,QA Engineer,Large,48600,8755
3,Bachelor,Data Scientist,Small,42466,326
15,Bachelor,Data Scientist,Large,42149,2793
1,MBA,Business Analyst,Medium,52326,798
2,MBA,Project Manager,Medium,68353,1643
10,PhD,Data Scientist,Small,57598,86
16,Bachelor,Data Scientist,Large,62134,8169
15,Master,Data Analyst,Medium,47181,638
15,MBA,Project Manager,Large,68087,4442
14,Bachelor,Business Analyst,Medium,51881,930
14,PhD,QA Engineer,Medium,68075,1423
6,Bachelor,Software Developer,Large,36029,7365
14,PhD,QA Engineer,Small,64564,411
17,PhD,Business Analyst,Small,68010,323
18,MBA,Data Analyst,Small,81430,67
20,PhD,Software Developer,Large,71308,7400
19,PhD,QA Engineer,Large,65411,6963
17,Master,Project Manager,Large,61420,4217
16,PhD,Project Manager,Small,74517,246
8,Master,Software Developer,Large,46373,5247
7,Master,Software Developer,Small,49129,125
20,Bachelor,Software Developer,Medium,55212,721
12,Bachelor,Data Scientist,Small,57216,298
9,MBA,Business Analyst,Small,63397,161
14,MBA,Project Manager,Small,77888,361
20,MBA,Project Manager,Large,82487,3537
1,PhD,Business Analyst,Small,39248,499
10,Bachelor,Data Analyst,Medium,50931,918
17,PhD,Project Manager,Medium,65088,890
17,Bachelor,QA Engineer,Medium,56049,1620
17,PhD,Data Analyst,Medium,63405,1507
4,MBA,QA Engineer,Medium,74997,592
17,Bachelor,Software Developer,Medium,58287,1422
18,Bachelor,Project Manager,Small,62432,51
20,Master,QA Engineer,Large,63120,8760
2,Bachelor,QA Engineer,Large,37677,6699
8,Bachelor,Software Developer,Medium,35979,1618
13,PhD,Data Analyst,Small,65175,326
20,MBA,QA Engineer,Medium,73381,674
15,Master,Project Manager,Medium,55901,1144
20,PhD,Data Analyst,Medium,68370,1749
9,Bachelor,Data Analyst,Medium,38340,1048
3,PhD,Business Analyst,Large,49215,3280
3,MBA,Project Manager,Large,63646,2133
2,Master,Project Manager,Small,36415,321
1,PhD,Software Developer,Small,51267,213
14,Bachelor,Software Developer,Medium,52729,1544
17,PhD,Data Scientist,Large,67853,3526
13,Bachelor,Project Manager,Medium,41205,1869
19,Master,Data Analyst,Large,60303,9207
15,Master,Data Scientist,Large,67660,2291
14,PhD,Project Manager,Small,61105,148
2,Master,Software Developer,Small,45681,133
7,MBA,Software Developer,Large,61563,8400
17,PhD,Project Manager,Small,61642,339
18,Bachelor,Data Scientist,Medium,54229,1129
6,PhD,Software Developer,Large,61850,8640
8,Bachelor,Software Developer,Large,51366,2526
2,Master,Business Analyst,Large,36401,3216
1,Bachelor,QA Engineer,Medium,33912,1758
16,Bachelor,Project Manager,Large,48896,8994
7,Bachelor,Business Analyst,Small,41729,147
11,Bachelor,QA Engineer,Medium,52110,1592
15,MBA,Project Manager,Large,75001,5096
13,Bachelor,Business Analyst,Medium,57915,596
2,PhD,Business Analyst,Medium,62489,1842
14,MBA,Project Manager,Small,74031,69
6,Bachelor,Data Analyst,Small,47729,125
9,Bachelor,Data Scientist,Small,57004,286
7,Bachelor,Project Manager,Large,39554,4637
18,MBA,Business Analyst,Large,84475,3877
9,Bachelor,Data Analyst,Small,43963,420
4,Bachelor,Business Analyst,Small,43961,200
9,Bachelor,Data Scientist,Large,42796,2342
4,Master,Data Analyst,Small,53290,338
12,PhD,Project Manager,Medium,64561,842
4,Bachelor,QA Engineer,Medium,40288,627
20,PhD,Data Scientist,Medium,71869,1702
14,Master,Software Developer,Large,71677,8589
7,Master,Project Manager,Small,49122,184
13,Bachelor,Project Manager,Medium,43344,1515
8,PhD,Project Manager,Large,55055,4118
5,MBA,Data Analyst,Small,67094,100
12,Bachelor,Software Developer,Small,59733,222
13,MBA,Data Analyst,Medium,75089,1360
20,Master,QA Engineer,Small,57175,97
14,Master,Data Analyst,Small,54225,163
18,PhD,Project Manager,Medium,67441,1925
20,MBA,Business Analyst,Medium,81447,918
4,MBA,Software Developer,Small,60927,432
18,Bachelor,Software Developer,Large,62345,9969
7,PhD,Data Analyst,Large,52759,4314
15,PhD,Business Analyst,Medium,65640,893
6,MBA,Business Analyst,Small,59932,128
16,Master,Data Analyst,Medium,61592,1434
20,PhD,Data Scientist,Large,68029,4383
8,Master,QA Engineer,Large,52550,6078
16,Bachelor,Data Analyst,Small,58591,380
16,PhD,Project Manager,Medium,69905,733
3,PhD,Business Analyst,Medium,49329,536
17,Bachelor,QA Engineer,Large,63155,5365
9,PhD,Data Analyst,Medium,59803,970
3,MBA,QA Engineer,Medium,64740,1028
20,MBA,Data Scientist,Medium,90218,865
7,Bachelor,Business Analyst,Small,52819,304
18,Master,Data Scientist,Large,60815,9560
12,Master,Data Scientist,Medium,61476,1047
19,PhD,Business Analyst,Small,82698,374
16,Master,Project Manager,Medium,70297,654
17,Master,Data Scientist,Medium,55481,547
20,Bachelor,Data Analyst,Large,57782,6099
15,Master,Data Analyst,Small,63914,241
1,Master,QA Engineer,Medium,47977,666
2,Master,Data Analyst,Large,46571,4988
8,MBA,Data Analyst,Small,66964,297
2,MBA,QA Engineer,Medium,66314,921
19,Bachelor,Software Developer,Large,57483,4615
9,PhD,Business Analyst,Medium,61189,1409
9,Bachelor,Data Analyst,Medium,47719,1975
13,PhD,QA Engineer,Small,58582,319
6,PhD,Data Scientist,Large,57865,5175
15,Master,Data Scientist,Small,55202,284
19,Master,Project Manager,Medium,70331,1992
15,Bachelor,Data Analyst,Large,49682,8946
18,Bachelor,Business Analyst,Medium,52831,1909
7,Bachelor,QA Engineer,Medium,43470,1389
11,MBA,Project Manager,Medium,75615,1612
8,MBA,Project Manager,Large,64202,8294
6,MBA,QA Engineer,Medium,63112,921
8,MBA,QA Engineer,Large,68471,6887
2,MBA,QA Engineer,Medium,56679,1198
19,Master,QA Engineer,Small,50432,483
16,PhD,Business Analyst,Large,66891,8517
7,MBA,QA Engineer,Medium,63381,1187
10,Bachelor,Business Analyst,Small,45899,409
12,PhD,Business Analyst,Large,62048,2003
17,MBA,Business Analyst,Small,76013,442
7,MBA,Data Scientist,Medium,61763,833
8,Master,Software Developer,Small,49618,93
7,Master,Project Manager,Medium,52231,1664
4,Master,Data Analyst,Medium,52266,671
3,MBA,Data Scientist,Large,56748,6061
19,Master,Software Developer,Medium,69419,1407
15,MBA,Project Manager,Medium,76260,559
4,PhD,Data Scientist,Large,45824,6519
9,PhD,Project Manager,Large,61361,6861
13,MBA,Business Analyst,Medium,73196,1045
18,Bachelor,Business Analyst,Medium,60653,1180
16,MBA,QA Engineer,Large,72110,6090
1,PhD,Business Analyst,Large,42657,9263
4,PhD,Data Scientist,Small,43745,273
18,MBA,Project Manager,Small,78999,70
8,MBA,Data Analyst,Small,70038,266
20,MBA,Project Manager,Large,82834,3203
16,PhD,Business Analyst,Large,70406,3253
11,Bachelor,Project Manager,Large,56978,9521
20,MBA,Software Developer,Small,82325,241
19,PhD,Project Manager,Medium,69920,1418
19,MBA,Data Scientist,Medium,88094,956
18,PhD,Software Developer,Medium,67262,1227
19,MBA,QA Engineer,Large,75316,8715
11,PhD,QA Engineer,Medium,67482,1752
3,MBA,Project Manager,Medium,50641,786
8,Master,Data Analyst,Large,45822,7793
20,MBA,Data Scientist,Large,76720,8046
19,PhD,Data Analyst,Large,65162,3310
10,MBA,Software Developer,Large,68611,6511
16,Bachelor,Data Analyst,Large,64924,9203
5,MBA,Software Developer,Small,60571,105
20,MBA,Data Analyst,Large,72177,8741
9,MBA,QA Engineer,Medium,59493,1875
8,Bachelor,Data Scientist,Medium,47987,1693
11,Bachelor,Data Analyst,Small,49059,60
16,Bachelor,Project Manager,Large,59683,2914
7,Master,Software Developer,Medium,50917,1802
15,Bachelor,Project Manager,Medium,50645,1367
20,Master,Data Scientist,Large,59805,7548
17,MBA,Project Manager,Small,71975,406
6,Master,QA Engineer,Large,48482,2546
15,MBA,QA Engineer,Large,65852,7029
8,Master,Business Analyst,Large,43567,2681
7,Bachelor,Data Scientist,Large,43662,4491
2,Bachelor,Data Analyst,Large,36225,8670
13,Master,QA Engineer,Small,58913,431
6,Master,Data Analyst,Medium,47058,1875
5,Bachelor,Data Analyst,Large,39798,3079
20,MBA,Software Developer,Medium,81988,1418
1,MBA,Project Manager,Medium,57675,1769
18,MBA,Data Analyst,Large,78442,8885
15,MBA,Business Analyst,Medium,60002,842
10,PhD,Data Scientist,Large,58097,7051
3,MBA,Data Scientist,Large,58552,3671
5,PhD,Software Developer,Large,56300,5039
13,PhD,Business Analyst,Small,70880,106
8,Bachelor,Project Manager,Large,40672,6835
2,Bachelor,Business Analyst,Large,34586,5428
9,Master,Data Scientist,Medium,57522,1773
17,MBA,Business Analyst,Small,75601,272
18,MBA,Project Manager,Medium,78982,1620
13,Bachelor,QA Engineer,Medium,46043,1906
1,Bachelor,Data Analyst,Large,34407,7853
12,Bachelor,Data Analyst,Small,49218,154
20,Master,Data Scientist,Small,73985,263
20,MBA,Data Scientist,Large,83986,9410
5,Master,Project Manager,Small,44476,130
8,PhD,Business Analyst,Large,56694,4031
15,PhD,Project Manager,Small,66045,158
3,MBA,Software Developer,Small,57595,392
6,Bachelor,Data Scientist,Large,43019,4070
13,Bachelor,Data Scientist,Small,61154,87
12,Master,Data Scientist,Small,60689,169
19,PhD,Project Manager,Small,70120,205
18,PhD,Project Manager,Medium,75874,1009
1,MBA,Business Analyst,Large,51767,9402
7,PhD,QA Engineer,Medium,60829,988
12,Bachelor,Data Scientist,Small,43838,56
10,Bachelor,QA Engineer,Small,38316,467
12,Bachelor,Project Manager,Medium,50764,1421
11,MBA,Business Analyst,Small,69566,179
4,Master,Project Manager,Small,49369,93
19,PhD,Software Developer,Large,74495,2326
6,MBA,Data Analyst,Small,70552,243
9,Master,Data Analyst,Large,51667,3173
20,MBA,Project Manager,Large,79975,5619
10,PhD,Data Analyst,Medium,65776,1782
5,Bachelor,Data Analyst,Medium,36091,1524
13,Master,Business Analyst,Small,55940,199
9,Master,Data Analyst,Medium,48214,718
2,MBA,Business Analyst,Large,53308,5238
18,MBA,Software Developer,Medium,79958,1957
1,Bachelor,Data Scientist,Large,32835,9259
12,MBA,Data Scientist,Medium,67745,1038
10,PhD,Data Scientist,Small,60066,491
2,PhD,Business Analyst,Medium,52098,799
9,PhD,Business Analyst,Small,65060,297
2,PhD,Business Analyst,Medium,54928,841
14,Bachelor,Software Developer,Large,56862,8082
11,Bachelor,QA Engineer,Medium,44760,1214
11,Bachelor,Business Analyst,Medium,58769,1617
17,MBA,Business Analyst,Large,74763,8508
4,Bachelor,Data Scientist,Large,36942,6133
13,Master,Project Manager,Medium,52867,1733
7,Master,Data Analyst,Large,38770,7931
16,Master,Data Analyst,Large,62474,4467
1,MBA,Software Developer,Medium,48262,543
13,MBA,Data Analyst,Small,64402,434
1,Bachelor,QA Engineer,Medium,45987,971
11,PhD,Data Scientist,Medium,68612,1875
6,Master,Software Developer,Small,42165,147
20,MBA,Data Analyst,Medium,74972,713
3,Master,Data Analyst,Medium,48845,1720
12,Bachelor,Project Manager,Large,42201,9316
5,MBA,Data Scientist,Medium,59498,824
9,PhD,Software Developer,Small,57316,86
12,PhD,Data Scientist,Small,55213,362
10,MBA,Software Developer,Large,62483,7397
19,PhD,Data Analyst,Medium,61255,1457
5,Bachelor,Data Scientist,Medium,44156,1507
5,PhD,Data Scientist,Medium,50850,1380
9,Master,QA Engineer,Medium,41162,666
20,Master,Project Manager,Small,69113,188
17,Master,Data Scientist,Small,65406,110
10,MBA,Software Developer,Large,69686,4454
1,MBA,QA Engineer,Medium,64077,1929
16,MBA,Data Scientist,Small,79979,191
15,MBA,Data Scientist,Medium,76290,1914
17,MBA,QA Engineer,Small,72617,121
20,Bachelor,Data Analyst,Small,64777,130
13,MBA,Data Scientist,Large,70465,2253
1,PhD,Business Analyst,Medium,44415,1061
8,Bachelor,Project Manager,Large,46745,4950
5,MBA,Data Analyst,Large,62303,8406
6,PhD,Data Scientist,Large,56481,3556
20,Bachelor,Data Analyst,Large,60848,9339
14,Master,Software Developer,Large,53172,4893
11,Bachelor,Data Analyst,Large,44517,7929
6,MBA,QA Engineer,Large,67147,3158
11,Bachelor,Data Scientist,Medium,48931,1776
13,Bachelor,Data Analyst,Large,43720,2580
12,Master,Business Analyst,Medium,50686,1224
2,Bachelor,Software Developer,Medium,30579,1125
3,Bachelor,Software Developer,Small,41402,126
4,Master,Data Analyst,Large,47678,7988
17,MBA,QA Engineer,Medium,69758,1151
6,PhD,Software Developer,Small,50108,281
7,Bachelor,Data Analyst,Small,45794,416
15,Master,Data Analyst,Large,55981,3170
11,Bachelor,Software Developer,Large,42768,2600
3,MBA,Data Analyst,Large,63244,6104
6,MBA,Data Analyst,Large,62219,8528
2,Master,Project Manager,Medium,32124,1457
14,PhD,Business Analyst,Medium,63726,1880
9,PhD,Data Analyst,Large,69796,9731
18,Bachelor,Project Manager,Large,59372,2682
19,Master,Project Manager,Medium,64176,1226
12,PhD,Data Analyst,Large,63794,9004
13,MBA,QA Engineer,Small,68725,312
12,PhD,Software Developer,Medium,58665,1433
12,Master,Project Manager,Small,46956,128
18,MBA,Project Manager,Small,71733,474
9,Bachelor,QA Engineer,Small,52979,159
17,MBA,Data Scientist,Small,74964,320
16,PhD,QA Engineer,Large,71967,6330
17,PhD,Data Scientist,Large,57448,7458
8,PhD,Data Scientist,Large,56847,3294
11,Bachelor,QA Engineer,Large,59464,2611
2,PhD,Business Analyst,Medium,49806,1518
8,Master,QA Engineer,Large,52713,6689
12,Bachelor,Project Manager,Medium,45933,1216
1,MBA,Software Developer,Small,55107,284
13,PhD,QA Engineer,Medium,62124,1206
17,Master,Business Analyst,Large,59347,3214
14,Master,QA Engineer,Small,54052,277
14,Bachelor,Business Analyst,Small,54319,255
16,Master,Software Developer,Large,49952,5477
17,Bachelor,Data Analyst,Small,65862,143
6,Bachelor,Business Analyst,Small,41264,239
7,Bachelor,Business Analyst,Small,38675,235
1,MBA,Project Manager,Medium,54578,885
15,MBA,Business Analyst,Small,68580,167
20,Master,Software Developer,Small,60169,96
18,MBA,Data Scientist,Medium,76416,1838
13,Bachelor,Business Analyst,Large,55952,6885
2,Bachelor,Software Developer,Medium,44484,688
19,MBA,Project Manager,Medium,81126,1359
15,Master,Project Manager,Large,54545,9133
12,Bachelor,Data Analyst,Large,49973,8854
15,MBA,Business Analyst,Medium,68811,1768
18,PhD,Data Scientist,Small,70172,341
14,Master,Software Developer,Large,60208,7103
6,Master,Data Analyst,Small,53487,176
12,Master,Data Scientist,Large,56518,3596
20,PhD,Data Analyst,Small,70102,127
6,Bachelor,Data Scientist,Medium,44498,1188
9,Master,QA Engineer,Medium,49541,1243
4,MBA,QA Engineer,Medium,59270,1362
17,Master,QA Engineer,Medium,65365,644
2,MBA,Data Analyst,Large,60607,5261
16,Master,QA Engineer,Medium,59244,1212
14,MBA,Software Developer,Small,71726,53
8,MBA,Software Developer,Medium,62604,1031
14,MBA,QA Engineer,Medium,79402,1856
2,PhD,Data Scientist,Medium,55785,1495
16,PhD,Data Scientist,Medium,72959,623
4,PhD,Data Analyst,Large,52035,9941
1,Bachelor,Data Scientist,Large,38829,5596
20,MBA,Business Analyst,Large,81793,9863
14,Bachelor,Data Scientist,Small,55128,378
8,PhD,Software Developer,Small,52374,402
3,MBA,Project Manager,Medium,69078,1581
5,Bachelor,Data Scientist,Small,30034,107
6,PhD,Data Analyst,Small,49366,296
8,Bachelor,Data Scientist,Small,37497,237
6,Bachelor,Data Analyst,Small,42361,249
6,PhD,Business Analyst,Large,56339,4547
4,MBA,QA Engineer,Large,60827,5533
7,Master,Business Analyst,Small,40361,128
19,Master,Software Developer,Small,67135,279
7,Bachelor,Project Manager,Large,42791,9105
3,Bachelor,Business Analyst,Medium,39924,571
8,Bachelor,Business Analyst,Large,57102,8377
1,MBA,Software Developer,Small,55907,462
1,Bachelor,Software Developer,Small,37480,370
14,Bachelor,QA Engineer,Small,48679,421
6,Bachelor,QA Engineer,Large,49254,8950
10,PhD,Data Scientist,Small,65693,204
14,Master,Data Analyst,Large,59654,3389
4,Master,Software Developer,Medium,44330,947
6,PhD,Business Analyst,Small,54709,127
16,MBA,Business Analyst,Small,85469,56
1,MBA,QA Engineer,Medium,60376,1148
6,MBA,Data Analyst,Large,57350,4464
9,PhD,Software Developer,Small,60511,137
15,Master,QA Engineer,Small,58889,385
12,Master,Data Analyst,Small,56066,242
3,Bachelor,Software Developer,Small,38835,283
11,Master,Business Analyst,Medium,55556,1224
15,MBA,Business Analyst,Large,73891,7504
3,MBA,QA Engineer,Medium,58050,1302
14,Bachelor,Data Analyst,Large,54422,3226
2,Bachelor,Business Analyst,Medium,38923,880
4,Master,Data Analyst,Medium,53656,655
19,Bachelor,QA Engineer,Large,57969,4573
12,Bachelor,Data Scientist,Small,44047,381
2,PhD,Data Analyst,Small,54085,346
17,Master,Project Manager,Medium,66093,1166
3,MBA,Data Analyst,Medium,50975,677
10,PhD,QA Engineer,Medium,60868,769
16,MBA,Project Manager,Small,73925,123
9,Bachelor,Data Scientist,Large,49440,4980
11,Bachelor,Business Analyst,Small,51667,347
15,MBA,Software Developer,Medium,76295,609
3,PhD,QA Engineer,Small,55832,468
16,PhD,Software Developer,Small,69967,467
12,PhD,Data Scientist,Small,70010,442
5,Bachelor,Project Manager,Large,41551,5620
7,Master,Data Scientist,Medium,49105,815
9,Bachelor,Data Analyst,Small,44430,354
18,MBA,Software Developer,Small,75117,455
8,PhD,Software Developer,Medium,57249,1680
12,Master,Data Scientist,Small,60328,470
20,PhD,Project Manager,Small,71382,365
2,Bachelor,Software Developer,Small,39449,61
10,Master,Business Analyst,Small,59874,428
19,Master,Data Scientist,Medium,68718,556
9,Bachelor,Data Analyst,Small,42402,341
8,PhD,Data Analyst,Large,50552,2500
1,PhD,Data Analyst,Small,38500,347
6,PhD,Software Developer,Large,59931,8114
12,Bachelor,Data Scientist,Medium,35149,745
19,MBA,Data Analyst,Small,75861,401
17,MBA,Data Scientist,Large,73395,3549
2,PhD,Software Developer,Large,51592,5183
11,Master,Business Analyst,Small,52308,432
18,MBA,Business Analyst,Small,68910,130
11,PhD,Business Analyst,Medium,63478,1328
18,MBA,Software Developer,Medium,80532,712
8,PhD,Data Analyst,Small,56715,435
15,MBA,Software Developer,Medium,68193,612
9,MBA,Data Scientist,Medium,68757,821
15,Master,Business Analyst,Medium,58270,1574
7,Master,Data Scientist,Medium,49050,1021
20,MBA,Software Developer,Small,80356,464
13,PhD,QA Engineer,Small,55494,325
13,Master,QA Engineer,Large,46289,8293
1,Bachelor,Software Developer,Medium,34725,1355
20,Master,Data Analyst,Small,70799,423
4,MBA,Project Manager,Large,55417,7406
4,MBA,Data Scientist,Medium,66655,550
4,Bachelor,Software Developer,Large,43871,7713
13,Master,Software Developer,Medium,68372,742
2,MBA,QA Engineer,Small,59735,87
15,Bachelor,Business Analyst,Large,51228,6425
4,Bachelor,Business Analyst,Small,34629,182
6,PhD,Project Manager,Medium,57935,851
3,Master,Data Analyst,Medium,42704,992
7,Master,Data Analyst,Medium,46089,1482
6,Master,Project Manager,Large,45625,5223
3,MBA,Data Analyst,Large,56289,7911
4,Bachelor,QA Engineer,Large,36893,9839
10,PhD,Software Developer,Small,56767,249
9,Master,Data Analyst,Large,61805,7476
6,PhD,QA Engineer,Medium,52426,1187
20,PhD,Data Scientist,Small,73280,321
11,Bachelor,Software Developer,Medium,47739,556
7,Master,Project Manager,Medium,43455,935
18,PhD,Data Scientist,Large,72341,7813
4,Master,Business Analyst,Large,48027,7153
5,Master,Business Analyst,Large,45397,3652
4,Master,Software Developer,Medium,49123,735
4,PhD,Data Analyst,Small,51729,109
13,Bachelor,Software Developer,Large,52008,6471
16,Bachelor,Data Analyst,Large,59452,8985
14,PhD,Project Manager,Small,62922,145
11,MBA,Business Analyst,Medium,76922,812
2,Master,Software Developer,Medium,39579,1352
14,Master,Software Developer,Small,61751,52
7,Bachelor,Project Manager,Large,44939,3965
11,PhD,Data Analyst,Small,61954,250
4,PhD,Business Analyst,Large,56896,3997
7,MBA,Business Analyst,Small,67525,171
16,MBA,Data Analyst,Medium,69789,1353
6,Bachelor,Project Manager,Medium,40493,1226
6,MBA,Data Analyst,Medium,61457,1385
2,MBA,Project Manager,Medium,57851,1535
8,PhD,Data Analyst,Small,61086,277
7,PhD,Business Analyst,Small,48934,82
14,MBA,Business Analyst,Large,75610,5542
9,Bachelor,Software Developer,Small,48393,375
15,MBA,Project Manager,Large,79028,5871
18,Bachelor,Business Analyst,Small,51697,145
12,MBA,Project Manager,Small,70730,323
19,PhD,Project Manager,Small,72221,309
13,PhD,Data Scientist,Small,55589,221
7,Bachelor,Data Scientist,Medium,41965,960
10,MBA,Data Analyst,Small,62940,287
10,MBA,Project Manager,Large,64850,9099
