id,title,release_year,duration,rating,director_id,actor_ids,genre_ids,plot,budget,revenue
5666,Outbreak,1995,117,3.4,38,1222;274;321;1292;584;206;1363;1251;1248;1610,5;12;10;8,Law thousand data window well bag. All able second include choice. Administration less center.,23755766,35005805
5667,D.E.B.S.,2004,124,2.8,233,17;444;252;84;1141;127;1087;434;541;1144,5;14,Rich camera say yourself act. Full ball example southern beautiful contain front enough.,76401672,21872053
5668,Hazard,2005,129,3.0,371,1265;1118;1872,5;12;8,Personal computer these identify war past. Economy a no stock level player produce. Per none son yes interview number.,28692854,64003592
5669,JCVD,2008,137,3.2,435,1812;1485;529;527;1860;1086;933;1128,5;12;8,Material ten blood argue consider. Center front head.,25375569,69030274
5670,Shallow Grave,1994,134,3.6,293,1933;1679;1634,14;12;8,Forward though economy former table civil. Though grow performance safe while center protect term.,14586905,35720051
5671,Big Deal on Madonna Street (I Soliti Ignoti),1958,114,4.0,484,1837;1933;1093;505;394;522;852,14;15,Election court learn brother join audience right. Current remember drug ask eight.,21153548,32087984
5672,Black Tar Heroin: The Dark End of the Street,2000,129,5.0,460,1104;772;1879;1417;937;1875;1507;1299,1,Theory once rate member phone. Follow serve character course begin know letter.,26209820,67931032
5673,Tom & Viv,1994,119,3.0,69,122;374;204;443;143;1372;1032;1408;60,12,Yourself occur activity. West woman important admit society poor at.,4856744,9942010
5674,I Remember Mama,1948,121,4.0,216,1531;1489;849;609;114;655;1888;1310;1240,11;12,Likely heavy economic. Between realize if president box. Involve positive of night themselves. Same student sister behind happen girl.,30786780,34155044
5675,"""Lost Boys, The""",1987,96,3.7,452,1301;1400;621;455;1311;49;1087;1021;1484;1138,14;3;8,Individual outside security line long senior. Method entire change avoid attention lead hand.,45109645,71705848
5676,Terri,2011,123,3.5,4,911;1073;354;1888;1998;1315,14,Goal hit sell group wish large section doctor. He argue arrive spend. Apply security baby rise.,18229284,36292813
5677,"""Private Lives of Pippa Lee, The""",2009,111,3.5,397,1445;1888;1722;493;898;218;259;856,12,Day green between particular student up. Beyond send sell determine before.,9174297,24867826
5678,Pride & Prejudice,2005,107,3.6,376,1080;1016;47;588;1833;164;683;1610;1955;655;996,12;0,Security but face member scene realize begin. Care grow experience. Democratic his Republican tough leave price owner. Read doctor item he.,28458330,74438178
5679,Dark Water (Honogurai mizu no soko kara),2002,108,4.0,276,481;1293;1503;900,12;3;7;8,Nor family sense voice beat anyone someone. Miss region music point town. Election size service receive enter yard fish.,7247117,40867423
5680,"""Road, The""",2009,109,3.9,102,581;1676;342;1992,12;8,Simply program throw now. Represent sport easy story break. President service amount sort learn enter with.,45056019,221188797
5681,Saturn 3,1980,135,2.5,496,1721;978;1369;692,10;8,Size receive tonight employee full off sometimes think. Save there short message make. Hard finish value civil race.,17886507,33972297
5682,There Will Come a Day,2013,103,3.5,198,553;984;1216;1233;564,14;12,Film hair thing expect plan value. Any operation husband interview.,58334044,166217378
5683,Guess Who,2005,109,2.3,494,504;402;1710;227;1017;1998;1115,14;0,Whom since remember analysis.,8519133,154617
5684,"""Nightmare on Elm Street, A""",2010,139,1.2,81,462;1479;1653;79;720;1329;1769;1262;978;836,9;3;8,Southern provide black. Tv cause claim month away spring. Can might bed mouth catch. Visit collection hot why church even thus another.,27244797,63275409
5685,Relative Fear,1994,103,3.0,222,65;1081;632;1689;28,3;8,Country oil his difference politics the feel. Read meet wind none. Institution pay air able computer trial.,5590039,19251649
5686,"""Apartment, The (Appartement, L')""",1996,120,4.0,471,1066;561;1464;1874;821;518;1836;27;1564;235,12;7;0,Model politics dream thousand under. Difficult democratic sister move theory environmental.,59842978,85042874
5687,Life as We Know It,2010,115,3.0,170,919;602;832;1987;790;284;239;1228;1258;1429,14;0,Sense into group and still mouth. Answer lawyer kid let establish.,49293272,152736293
5688,BURN-E,2008,135,4.5,248,1356;648;1725;875;702;1292;256;647;1849;703;1359,13;11;10,Speech common listen clear else. By peace citizen cold daughter adult body skill.,17980506,52535817
5689,You Can Count on Me,2000,142,4.2,437,306;538;684;1151;1614;864;823,12;0,Station federal sound least white lot. West guess theory when step population yes make. Side future enter better.,21752255,26750215
5690,"""Pervert's Guide to Cinema, The""",2006,146,3.5,232,1249;365;1172;1243;112,1,Into room rock sign. Case find technology article out. Strong picture camera pull quickly foot matter.,12554054,36961830
5691,John Wick,2014,118,3.8,237,277;1471;860;967;1261,5;8,Kitchen need follow Republican serious. Quality necessary student money. Cold during these will voice. Hundred voice represent itself.,3830226,14144607
5692,Kiss Me Goodbye,1982,64,3.5,138,887;1364;48,14,Nor compare while economy home them. Cold training change along money. Democrat mouth ago suggest start.,3321316,9269776
5693,"""Anniversary Party, The""",2001,130,4.0,50,1584;532;213;466;1058;335;897;1468,12,Enough field wide city. Yes politics hospital seven oil. Military design student heavy imagine soldier city. Election sport million imagine.,12767585,28366166
5694,"""X-Files: Fight the Future, The""",1998,69,3.4,473,1140;833;1374;1100;1076;447,5;15;7;10;8,Might force majority move everyone.,48982588,116313476
5695,"""Das Experiment (Experiment, The)""",2001,119,3.9,121,1645;415;1708;1098;1364,12;8,May discuss garden ten sport own others.,24663660,67575499
5696,Fahrenheit 451,1966,119,3.6,384,799;282;317;733;1324;1804;517;866;1329;1026;1514,12;10,Foreign wear perhaps gun should run start choice. Record one admit specific nearly information international.,3707782,19630845
5697,Flushed Away,2006,144,3.5,215,1153;844;1829;882;177,13;14,Respond type too half large say.,6682851,9905950
5698,My Love,2006,115,5.0,30,738;822;763;1018;550;1313,13;12,Individual behind collection item commercial compare air. Certainly cause foot local ok. Seat yeah under indicate.,71046813,0
5699,"""Soloist, The""",2009,110,3.5,283,1145;1871;639,12;16,Speak language your time site we available. Ahead sing dinner for save. Care whether fine common field whatever.,4153091,6530140
5700,Beautiful Girls,1996,110,4.0,102,1334;1896;162;1445;625;1704;1581;1187;329;840,14;12;0,Let quite public thus. At dream run business national him whose staff.,26158743,28583355
5701,"""Ruling Class, The""",1972,104,3.0,74,474;1283;748;8;1326;816;64;107;1494;158,14;12,Including wind father five second history likely. Receive indeed truth heart interesting finish.,44886906,120387090
5702,Hell or High Water,2016,131,3.6,76,844;1764;584;1751;799;1303;1695;74;1199,15;12,Challenge as citizen cultural father. Political seven especially.,20238553,23120363
5703,Pontypool,2008,117,3.8,409,154;583;1238;1603;74;1160;1857;1755;171,3;8,Operation between fight. Miss design actually first leader themselves assume. Someone doctor can next.,39871090,0
5704,To Be and to Have (Être et avoir),2002,127,3.0,3,1223;217;880,1,Exist account training cut interview avoid still. Month consider admit toward Mr.,32905098,68877818
5705,"""Pink Panther, The""",1963,117,3.5,200,1709;1363;1214;1787;661;632;695;1930,14;15,Garden step ground travel civil choice. Test manager response sea try scientist. View check prevent recently to.,1855900,2487314
5706,Looney Tunes: Back in Action,2003,155,2.8,159,79;111;196;971;1812;1062,5;13;11;9,Heart yard avoid save system car. Treat professional view of.,24468601,37658773
5707,Ghostbusters (a.k.a. Ghost Busters),1984,120,3.8,445,1749;819;266;1340;1505;1780;1005,5;14;10,Event race sit light. Pull operation accept future wear.,34441502,102919142
5708,Assassin's Creed,2016,115,2.5,372,1765;1555;1332;1414;320;1647;1683,5;10,Could data Republican wear whether. It quite open expert.,36944213,166802242
5709,Tell No One (Ne le dis à personne),2006,140,3.8,2,370;1682;1462;267;696;1362;1381;1126,15;12;7;8,Bar range who future drug analysis child. Run direction rather opportunity agent garden section business. Economic middle standard road.,200000000,202968892
5710,White Men Can't Jump,1992,153,3.0,292,1912;1828;937;1405;1905;1688;404;115;1022;1584;1962,14;12,Ever someone resource exactly finally. Expert open not employee. Unit wish issue easy point improve. Practice Congress start still during yourself.,10955217,27720524
5711,Barbershop,2002,134,2.7,101,223;843;812;764;1681,14,Base time music wait. Far plant feeling light lay we. Level quality voice throw staff phone yet cell. Difference well cultural represent just care soon.,14493673,30899734
5712,Babes in Toyland,1934,138,5.0,396,1166;1815;217;93;1534;916;121;1284;1089,11;14;9;16,Scene design laugh. Name news call successful they ground executive.,11872425,53474294
5713,That Munchhausen,1979,92,4.5,347,1538;1858;134;1770;241;1666;1013;190;437,14;12;9,Stand state industry win agree quickly. Bag phone whatever foot.,168036444,588461812
5714,Rango,2011,118,3.6,342,1;1309;300;732;68;1946;45,5;13;11;14;4,Whole Democrat better few.,16148404,20015262
5715,Notorious C.H.O.,2002,117,3.5,208,360;302;938;861;1859;1615;526,14,Simple role company lead phone production laugh war. Though policy water. Concern history scientist catch mention.,23011488,89349911
5716,A Man from Boulevard des Capucines,1987,159,4.0,125,1704;1178;1323;627;1562;1375;847,14;0;4,Before force accept what before friend easy. Professor with bag young common. Rather attack present style produce group.,29484637,21569700
5717,Red River,1948,109,4.0,173,1879;882;1379;1404;1872,5;4,Medical miss you. Peace experience approach kid write ability himself.,20113649,9148026
5718,Dil To Pagal Hai,1997,96,4.0,182,1735;655;1993,14;12;0,Large marriage push career. Anything son baby power heart will not up. Form world around green bar environment pattern.,196687594,482655677
5719,Nothing to Declare (Rien à déclarer),2010,103,4.0,98,1022;1820;1004;1376;1740;539;162,14,To page price hair you determine meet cell. Explain vote course most concern. Age process challenge issue trip.,54657859,12706903
5720,Date Movie,2006,98,0.8,41,30;321;1041;765;1435;1173;1796;721;393,14;0,Behind public something either new. Animal themselves among boy successful discuss. Short operation blue maybe not hit month.,10820549,48495211
5721,Independence Day: Resurgence,2016,114,2.4,367,1100;1476;1020;703;735;1227;1309;1843;1148;1010;1890,5;10,Decide marriage data and my. Anyone husband sport. Detail home little citizen democratic.,2101775,8018479
5722,Capote,2005,113,3.9,162,121;533;1482;142;1378,15;12,Performance wait official week approach. Build better yeah administration board family travel. Activity people husband enjoy behind.,3800305,5795369
5723,"""Very Potter Musical, A""",2009,130,4.2,176,335;1970;1616;1975;1084;1510;1606;1721,14;16,Do when from manager him nearly. Support president read. Leave ground these.,36181162,169965439
5724,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),1984,102,4.0,469,1562;467;101;1650;1765,14;12,Agent field sister. Dinner himself herself suddenly. Child future series money animal serious word his. Whole baby language message.,25310252,24061091
5725,"""Edge, The""",1997,89,3.0,50,1891;1928;560;1492;473;41;1864;1349;504,12,Get offer opportunity father social deep. New carry how late follow I.,58557947,157808066
5726,Gone Girl,2014,125,3.7,321,1235;1965;1013;937;1443,12;8,Less wrong tell town current keep amount. Financial country subject feeling. Power cut light area likely.,37013386,35969265
5727,Cashback,2006,99,3.2,142,1317;1586;588;465;466;1588;1469,14;12;0,Town common perhaps decade happen possible. White pass service soldier fire might. Item sing owner.,25081657,93850973
5728,Grease 2,1982,152,2.1,499,1214;1438;633;706;1390,14;16;0,Approach special while style. Major reduce fly he modern.,53512868,109367546
5729,Frailty,2001,125,3.9,233,877;1942;1881;1874;1021;1419;1317;1498;578;1798;1448,15;12;8,History box land color record available name. Notice data pass so. Why future require task.,24436631,11267363
5730,Fulltime Killer (Chuen jik sat sau),2001,120,3.5,27,1754;1839;967;1931;930;265;536,5;8,Perform member next produce decide prove determine. Grow seek personal board common ball ten. Program pattern many.,6357674,11532084
5731,The Boy Next Door,2015,152,1.0,325,1473;561;1870;1270;984;307;1611;1777;1616,7;8,Firm stand develop meet. He will firm which. Situation ball issue for apply economy.,55000851,33843190
5732,My Life in Ruins,2009,118,2.0,378,432;1354;1584;605;210;1152;1628;20;839;922;1285,14,Front thousand world green.,10486756,19990162
5733,Ewoks: The Battle for Endor,1985,140,3.0,459,44;65;1221;1172,11;9;10,Lay expect measure be history. How join whose herself market. Street trouble glass pick their own. Senior reason expert song lead case draw game.,46409184,265749017
5734,'71,2014,143,4.0,226,597;355;1256;1040;338;1185;1167;507;135;776;1302,5;12;8;17,Three whether sell discuss once suffer card. Main measure choose protect whatever visit item.,29621185,89329346
5735,Tommy,1975,115,3.0,132,248;263;1029;259;867,16,Check face off performance than available family. Detail TV tonight. Partner pull national prevent war trouble.,7822351,30966066
5736,"""House of Mirth, The""",2000,140,2.2,182,714;1966;1237;962;1985;1586;103;1981;1883;1774;1569,0,Lot he board energy. Heavy chance treatment which paper forward name eight.,18980938,45761211
5737,Dante's Peak,1997,144,2.6,92,1056;1212;146;3;701;1317;744,5;8,Fall soldier strategy head room country. Animal plan training control respond. Him carry teach manager answer feel reduce. Nor myself set interest opportunity seat anyone money.,56308239,0
5738,Batman: Gotham Knight,2008,124,3.5,240,740;1570;1737;1697,5;13;15,What magazine reveal yeah environment. Bed animal development.,20427007,74956923
5739,Some Like It Hot,1959,140,4.0,270,468;541;1389;718;1827;775;717,14;15,Seat century art account old save movie national. Road wish nothing left company I generation. Water sense least finish bill.,90296370,29180038
5740,Batman: Year One,2011,104,3.7,492,1332;301;1578;456,5;13;15,Interesting probably wonder light site tonight national item. Provide determine despite.,73594616,81876312
5741,Henry & June,1990,89,4.0,146,1882;543;563;114;1467;1780,12,Ability color chance successful special. Physical speak theory.,41144321,48516245
5742,"""Fallen Idol, The""",1948,155,2.5,239,1052;1581;41,12;7;8,North fly sense discuss director realize. Value family find born week.,32481607,72771432
5743,Austenland,2013,112,3.2,212,145;1925;1502;490;1210;673,14;0,Role bed practice vote entire beautiful newspaper every. Soon start likely drug community month large. Day civil past she action book.,118548810,300856926
5744,Silk Stockings,1957,111,3.5,312,488;660;1910;921;1105;1535;1604,16,Bed race lose two movie sister TV. Kind final appear raise answer inside manage. Letter his guy again worry.,10917922,20632584
5745,"""Road Warrior, The (Mad Max 2)""",1981,100,4.0,335,1754;667;1268;42;1520;967;428,5;10;8,Record ground daughter court deal. Capital war street particular bag church Mrs save.,67583703,0
5746,Mostly Martha (Bella Martha),2001,117,3.5,353,319;1071;334;150,14;12;0,Safe during fine everything Mr reduce. Side product case. List camera condition produce policy social because.,44461470,111739638
5747,Iron Man,2008,105,3.8,326,1626;146;373;805,5;10,Production power why continue. Magazine agency arrive situation law what expert. So board provide they.,46746909,31364414
5748,Headshot,2011,119,2.5,157,193;1990;1351;1046;161,15;12;8,Large provide since small tell bit score. Above wish for ask.,46355085,124897711
5749,Maniac,2012,106,3.5,163,537;1573;1015;1996;1133;1034;1195,3;8,Recently push sense part four thing remember single. Wind seek lawyer rock marriage protect star.,79996585,170396074
5750,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),2007,134,3.8,111,1301;1989;933;106;998;119;757;1752;57;909,5;13;10,Them water term lead she kid. Tough decide program finally pressure same.,111451603,409727390
5751,Lone Star,1996,142,4.2,12,1939;1321;1477;40;1307;823;1910;266,12;7;4,Know image guy general west between member. Top watch director.,29287750,93454360
5752,Buffy the Vampire Slayer,1992,124,2.4,197,379;908;828;367;1908;522,5;14;3,Take contain lot occur. Election until friend figure it provide realize hair. Start process generation fly movie executive.,7207808,17688794
5753,Monster-in-Law,2005,125,2.5,365,266;875;685;927;313;6,14;0,True smile thus respond politics during.,43302865,78291776
5754,My Super Ex-Girlfriend,2006,104,1.6,490,1241;1075;107;522;1512;1005;82;985;1051;1272,14;9;0,Cover mission skin base audience. Increase own sort daughter end side. Lay realize drop current manager.,46571814,1401418
5755,White Fang,1991,149,1.8,405,903;1237;1893;1059;1021;1013,10;5;6;9;14;13,Food civil follow. Field yes draw agent trouble.,19164725,45387669
5756,A Story of Children and Film,2013,131,3.5,222,796;1158;1649;222;1660;1063,1,Shake that impact wide than chair necessary. Work activity level. Answer area leader beyond.,43605246,0
5757,The Hunger,1983,136,3.7,153,567;548;220;1774;1390;1651;1200;1116,3,Prove usually agree participant. Never light Republican war while.,32708771,34249613
5758,The Green Inferno,2014,105,3.5,344,1038;1872;742;926;1992;1470,3;8,Both computer behind goal. Scientist everyone for hard. Indicate city organization various.,17295327,897410
5759,"""Oh, God! Book II""",1980,154,1.5,455,1079;339;818;1655;300,14,Assume chair whether various want.,106766132,285871688
5760,New Rose Hotel,1998,115,1.0,380,206;858;1645,5;12,Candidate affect since meet section without effect bed. Suggest attention sometimes report everything.,19833679,62220205
5761,Daddy's Home 2,2017,155,4.0,469,214;646;1235;1481;1182;642;339;986,14;12,Set culture box me open never view material. Factor happy no purpose wonder.,13654821,4418985
5762,American Ultra,2015,150,2.7,475,914;1745;1640;1112;1702;1517;1011,5;14;10;8,Behind safe fine human manage. Particular score have allow politics. Himself sea social place heart item language.,4044471,1970481
5763,"""Couch Trip, The""",1988,115,2.0,490,739;1316;678;1504,14,Sure carry compare race enough visit they. Degree worry popular rise general admit whatever.,5073627,18611198
5764,Afro Samurai: Resurrection,2009,137,2.5,114,1968;419;144;1998;1326;913,13,Often audience organization. Cultural culture factor who.,13594920,53284217
5765,One False Move,1992,148,3.8,293,145;1624;1362;436;1313;611,15;12;2;8,Role mention theory ability. According last keep exist. Place those peace interesting house course Republican.,21570330,28559068
5766,Treasure Planet,2002,165,3.6,418,674;1836;784;1801;130;1262;1703;866;1534;194,13;11;10;6,Evening part person practice office air table. Happy finally since future. Test employee shake determine.,49682425,118467095
5767,Babylon 5: The Lost Tales - Voices in the Dark,2007,147,4.0,439,777;738;1291;103;291;230;1643;41;1642;1609,10,Ten fire others computer. Already strategy food money red prepare later.,32668786,40560555
5768,Parasite,1982,121,2.5,22,1021;1082;868;630;1357,3;10,Those program feel wide various several. Author thank loss tax teach. Bank action rest how sure inside really.,68247699,0
5769,À nous la liberté (Freedom for Us),1931,114,1.0,312,1818;1672;1682;1068;1372;1874;1546;1778,14;16,Community should information gas. Out watch check team perform sound bag issue. Modern late write.,96307561,118669926
5770,Masked & Anonymous,2003,150,2.5,449,115;1573;10;718;247;1303;256;1929;666;465,14;12,Public three measure include participant minute. Middle form reduce relate. Him own fact over.,99408066,189044948
5771,Slumber Party Massacre II,1987,108,5.0,262,1791;1330;1608,3,Operation beat opportunity tell modern provide. Man floor structure kitchen people wish story.,18122070,108676635
5772,Keeping Up with the Joneses,2016,157,3.8,215,195;1257;1433;5;677;1843,14,Work visit difference door town rest. Develop dinner of himself social. Bank really young light ten prove debate.,27381850,29785146
5773,Restrepo,2010,122,3.2,110,1709;1837;784;1224;426;349;1495;1139;957;1297,1;17,Recognize resource rather themselves save. Power company industry. Smile artist value market meet.,30824701,4160160
5774,In My Father's Den,2004,121,3.5,294,1451;1783;1895;1956;1019,12,Price relationship onto artist that yet. Plan training control particularly compare camera.,90639832,0
5775,Wanderlust,2012,136,3.0,146,1586;383;366;809;1865;1055;1385;1251;974,14,Center bar eat imagine. My business model. Live no learn.,95515392,110718002
5776,"""Charlie, the Lonesome Cougar""",1967,153,3.0,162,181;157;1529;1805;712;334,11,Finish Mr sense themselves interview instead hear. Guess also fine writer foot. Bed law first. Ready plan hit pull oil one plant.,12111463,32236160
5777,War Machine,2017,113,4.0,342,1555;1624;422;1103;1007;274;1759,14;12;17,Man yard least most point step especially. Sign professor again young market. Nothing according item machine enough smile view.,17769670,19085538
5778,Hell in the Pacific,1968,133,3.0,336,910;665;913,12;17,Sign including before audience. Hair style step majority if. Ground well successful watch.,56446591,107438561
5779,Wit,2001,92,4.5,308,1500;198;635;1763;1333;613,12,Cost structure through traditional message everybody. Country start enjoy ground few man space. Lot their before politics business.,36149373,95182077
5780,Help!,1965,115,3.4,128,1657;1603;1636;235;1215;1446;1156,14;16,Film different realize believe. Artist executive consider factor pass country long.,156291168,0
5781,Goldfinger,1964,75,3.8,192,646;1984;1389;1176;1989;1991;1555,5;8,Able despite message gun. Some agency inside finally. Authority kitchen as time can concern car.,11630774,35655728
5782,Ernest Saves Christmas,1988,98,1.6,390,360;1296;538;1370;414;1132;569;12;1978,11;14,Pull often in by we guess discover measure. Control kind mention assume industry everyone. Would lot foot nice ball.,9056824,31033497
5783,Batman vs. Robin,2015,129,3.0,294,1570;1009;914;1927;1361,5;13,Cold stuff score draw live role consumer. Leader he no. Produce international federal.,35217754,111715765
5784,Funny Girl,1968,111,3.8,38,922;1748;1891;468;1363;1302;847;1081,12;16;0,Real act success quite speak stuff. Claim Congress line technology early. Factor see pick various.,16535430,53155932
5785,Dunkirk,2017,93,3.4,169,1325;910;120,5;12;8;17,Environmental mouth measure end pay. Evening painting accept billion collection attack. Answer TV political fall population according.,2834228,3826416
5786,"""Sitter, The""",2011,138,2.9,164,1834;1109;319;715,14,Now thank capital. Strong six here any head kid. Hit ago not soon each interest price approach.,31188490,102483421
5787,Rise of the Guardians,2012,79,3.8,45,1618;62;1920;392,13;11;9;6,Policy hold face table study. Management certainly under short involve report seven. Deep think education enjoy heavy line industry.,33114996,98709072
5788,Mozart and the Whale,2005,92,2.5,45,889;927;267;38;976;727;1185;215;560;568;1697,14;12;0,Seem stop toward perhaps bag budget specific. Lead hard prevent example prevent. Rock law doctor expert into.,57199607,104830958
5789,Elmer Gantry,1960,181,4.0,379,848;879;1948;1867;158;1268;835;1650,12,Many possible interest watch thus wind student. Everything impact nearly how value son.,2738070,11099236
5790,In the Bleak Midwinter,1995,112,3.5,206,1405;770;1630;19;1983;188;1474;681;111;1467,14;12,Standard film ask condition. Land pull water get open modern.,4793868,5798505
5791,Boys and Girls,2000,125,2.0,138,557;3;1574;166;2;379,14;0,Relationship head role. Exactly daughter maintain receive. Continue just amount per miss. Idea visit look police thought.,68166695,312404311
5792,Dragon: The Bruce Lee Story,1993,148,2.8,200,700;928;775;1422;622;945;758;858,5;12,Home realize measure purpose total. Term service seem price. Form into available edge seek detail.,9199116,33993006
5793,48 Hrs.,1982,127,3.6,432,742;1527;937;1807;394;1485;285;1204;1316,5;14;15;12,Worker sound fish coach. Alone age home theory pull work career move. Suddenly less specific student.,12552080,21114281
5794,The Godfather Trilogy: 1972-1990,1992,105,4.8,244,1995;616;171;1565;120;691;5;887;1064;664,0;4;7;3;17,Happen audience hard other design set soldier campaign.,25067740,22699168
5795,Presto,2008,99,5.0,313,1825;1786;872;1558;1439;380;240,13;11;14;9,Series true player form. History full certain involve go. Join second look foreign home official.,39001830,114786122
5796,Born into Brothels,2004,116,3.9,159,1303;47;1769;856;1715;200;768;1947;1706;684,1,Tv friend some risk.,94835209,152623434
5797,Come and See (Idi i smotri),1985,113,5.0,112,450;1712;1710;1618;25;659;417;1589;1792;1789,12;17,Lot hold leader manager mention. Data good less fact participant these main. Participant affect Democrat.,46757675,84227481
5798,"""Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)""",1998,121,3.7,151,1112;1221;0;1947;1005,12,Happy culture face hand parent theory land. Result themselves growth summer eat reach traditional way.,1942646,3933976
5799,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),1989,83,4.0,363,143;1300;1824;1704;855;305;1185;414;127;1913;1178,5;13;9;10,Before offer yeah only through likely. Benefit significant far tax late among respond.,7124495,0
5800,Volunteers,1985,99,2.8,411,228;720;1776;115;980;1758;1724;103;884,14,Hard third sound wonder. Address sister understand mouth.,13952177,17722907
5801,"""Crazy, Stupid, Love.""",2011,133,4.0,203,813;1236;111;451,14;12;0,Small law management while power. Life someone marriage red.,30170881,0
5802,Between Your Legs (Entre las piernas),1999,121,4.5,221,118;679;1180;120;551;242;244;942;1345;1720,12;7;0;8,Mouth door billion middle mind. Human beyond physical once forget.,33206468,50047135
5803,Twelve O'Clock High,1949,118,4.5,293,907;1246;882;1381;415;212;1217;1178;583;844,12;17,Win decade thousand its. Consider respond event reach avoid. Policy teach official forward civil simply. Bad artist believe.,29218426,91947447
5804,Candyman: Farewell to the Flesh,1995,88,3.0,226,1162;1904;1273,9;3,Detail explain maybe century. Room star return answer range. Husband century get member soon over cold.,18919107,80642772
5805,The Machinist,2004,148,4.0,198,1125;944;555,12;7;8,High reflect yet factor join candidate. Economic he fine five table federal. Century meeting hot visit most really easy.,56567033,158683935
5806,"""Messengers, The""",2007,153,2.5,315,1694;141;1767;304;306;1239;1904;1047;448,12;3;8,Reveal present consider many pay. North on decision research.,164405747,296979256
5807,"""Suddenly, Last Summer""",1959,100,3.5,9,1371;1537;1003;1108;1058;636;1458;960;926;1739;1153,12,Thank power community series free know. Successful wonder from above food none site. Tough five turn financial night enough focus.,18434006,122494767
5808,Nell,1994,88,3.3,276,1856;1033;313;524;1592;443;932;713;1273;825;1087,12,Room never relate fall most. Pm ground election behind into. Indeed best rather strategy company.,15088763,0
5809,Revenge,1990,122,4.0,379,1101;1406;882;362;915;519;1885;1028;383,12;0;8,Or assume care garden sort. Challenge current break several about before.,7255780,13327949
5810,The Handmaiden,2016,80,2.7,480,25;1787;1596;1935;73;1167,12;0;8,Business executive total look person spend race. Money doctor television fish.,44795608,171724764
5811,She's Out of Control,1989,112,2.8,365,132;1841;664;527;999;1667;681;1209;726;32,14,Message final coach both seem today offer. Society land include success owner. Customer hold deep open employee box. Whose join evidence billion.,21101823,37031360
5812,3:10 to Yuma,2007,123,4.1,59,1744;1558;1642;1927;442;787,5;15;12;4,Leg popular from the individual decade. Girl over discover discussion summer.,23250342,73289156
5813,The Jinx: The Life and Deaths of Robert Durst,2015,144,5.0,231,1488;1347;179;134;1710,1,Star place practice. Exist physical end serve.,10701867,16438145
5814,Colombiana,2011,138,2.5,167,913;1566;1498;1068;1980;135;567;36;1097,5;12;8,Top enough like dinner brother brother. Throughout fund top model. Other nice such large.,5828853,0
5815,800 Bullets (800 Balas),2002,124,2.5,81,373;1940;601;1540;1704;830;631;1921;1247;1315;1699,14;15;12;4,Painting quality option myself career you dog. Meeting later commercial believe high. Budget reflect recently so choose bed address.,39679546,36368276
5816,Gomorrah (Gomorra),2008,108,3.7,426,1312;491;920;163,15;12,Customer newspaper partner possible cost customer money. Improve send likely standard central travel four travel.,11294288,7901621
5817,Smiley's People,1982,133,4.0,215,114;1163;570;1372;1310;343;1359;1659,12;7,Help less arrive turn more Mrs work there.,7418604,11882494
5818,"""War of the Worlds, The""",1953,101,3.2,400,1353;216;765;1856;1167;836,5;12;10,Land level ok. Especially standard church former whether per.,5636145,18628965
5819,Hear My Song,1991,109,3.0,327,960;1103;175;1630;456;241,14,Street newspaper shoulder inside move term hear wall. Person now action or. At author born other candidate son everybody.,29163838,0
5820,"""Return of Martin Guerre, The (Retour de Martin Guerre, Le)""",1982,105,4.3,451,746;217;1049;1489,12,Million which specific be nor even be public. Scientist leg ability certain executive clearly government. Face especially recently structure institution policy test. School forget image media nice.,51448294,302562641
5821,"""Yes Men, The""",2003,80,3.8,38,780;1653;1188;1645;47;53,1,Fund reality mission discuss consider full. Article strong environment main. Yeah bed gun consumer office especially walk.,19754506,51725611
5822,"""Age of Innocence, The""",1993,107,3.5,141,1216;98;622;885;1502;625;576;1225;536;122,12,Lose not us color need. Walk yard some goal matter like. Common phone white only natural. Rate tell natural best.,56487051,39535343
5823,The Shining,1997,123,2.0,394,1397;1649;1118;132;672;201;1238;1557,12;3;8,Peace reason not always. Cell daughter meet shoulder all story building. Say may build stop different election there glass.,14330892,54875086
5824,"""Music Man, The""",1962,106,3.9,114,1859;318;1012;1146;1156;1815;190,11;14;16;0,Thank scene fast TV even material enter. Sit join firm clear media deal necessary.,16989842,58080344
5825,"""Descendants, The""",2011,99,4.0,443,1274;1404;328;888,14;12,Teacher capital however push might mind yourself treat. Every still top age mind end condition.,25874023,0
5826,From Paris with Love,2010,98,2.5,404,1221;111;43;1277;1025;1728;872;1960;1388;102;1311,5;15,Memory outside second challenge drive skill training million. Hour individual employee business avoid memory.,35396775,18192304
5827,Alien: Resurrection,1997,109,2.9,216,148;1827;1968;1705;596;631;1761;165;878;1835;1308,5;3;10,White term natural item than heart. Exactly discover likely send indicate move. Way notice political difficult.,39550401,44740235
5828,Pet Sematary,1989,136,2.8,218,196;210;976;1554;955;1402;311;1710;1247,3,Always worker reach skin high. Pass speak man language traditional beat.,29968661,79522581
5829,Transformers: Age of Extinction,2014,144,1.9,142,1987;4;838;1819;1772,5;10,Opportunity ground computer test. Yard military ten let matter scientist environment rate.,33258570,143286930
